Date,Close
2/1/2022 16:00,79.06
2/2/2022 16:00,79.25
2/3/2022 16:00,78.95
2/4/2022 16:00,79.25
2/7/2022 16:00,79.5
2/8/2022 16:00,80.23
2/9/2022 16:00,81.5
2/10/2022 16:00,81.45
2/11/2022 16:00,81.5
2/14/2022 16:00,81.5
2/15/2022 16:00,81.52
2/16/2022 16:00,81.46
2/17/2022 16:00,80.97
2/18/2022 16:00,81.05
2/22/2022 16:00,81.23
2/23/2022 16:00,80.71
2/24/2022 16:00,81.01
2/25/2022 16:00,81.44
2/28/2022 16:00,81.5
3/1/2022 16:00,80.88
3/2/2022 16:00,81.48
3/3/2022 16:00,81.5
3/4/2022 16:00,81.43
3/7/2022 16:00,80.55
3/8/2022 16:00,81.03
3/9/2022 16:00,80.83
3/10/2022 16:00,80.8
3/11/2022 16:00,80.31
3/14/2022 16:00,79.55
3/15/2022 16:00,79.51
3/16/2022 16:00,79.12
3/17/2022 16:00,78.89
3/18/2022 16:00,78.76
3/21/2022 16:00,78.84
3/22/2022 16:00,79.3
3/23/2022 16:00,79.07
3/24/2022 16:00,79.62
3/25/2022 16:00,79.6
3/28/2022 16:00,80.01
3/29/2022 16:00,80.75
3/30/2022 16:00,80.36
3/31/2022 16:00,80.11
4/1/2022 16:00,80.82
4/4/2022 16:00,80.73
4/5/2022 16:00,80.38
4/6/2022 16:00,80.11
4/7/2022 16:00,80.11
4/8/2022 16:00,80.09
4/11/2022 16:00,79.48
4/12/2022 16:00,79.54
4/13/2022 16:00,79.1
4/14/2022 16:00,78.93
4/18/2022 16:00,79.06
4/19/2022 16:00,79.03
4/20/2022 16:00,78.91
4/21/2022 16:00,78.9
4/22/2022 16:00,78.61
4/25/2022 16:00,78.05
4/26/2022 16:00,77.06
4/27/2022 16:00,76.1
4/28/2022 16:00,76.7
4/29/2022 16:00,75.6
