Date,Close
2/1/2022 16:00,246.38
2/2/2022 16:00,252.42
2/3/2022 16:00,239.48
2/4/2022 16:00,243.19
2/7/2022 16:00,247.28
2/8/2022 16:00,251.08
2/9/2022 16:00,267.05
2/10/2022 16:00,258.24
2/11/2022 16:00,239.49
2/14/2022 16:00,242.67
2/15/2022 16:00,264.95
2/16/2022 16:00,265.11
2/17/2022 16:00,245.07
2/18/2022 16:00,236.42
2/22/2022 16:00,233.9
2/23/2022 16:00,223.87
2/24/2022 16:00,237.48
2/25/2022 16:00,241.57
2/28/2022 16:00,243.85
3/1/2022 16:00,234.77
3/2/2022 16:00,242.2
3/3/2022 16:00,237.14
3/4/2022 16:00,229.36
3/7/2022 16:00,213.52
3/8/2022 16:00,215.14
3/9/2022 16:00,230.14
3/10/2022 16:00,226.58
3/11/2022 16:00,221
3/14/2022 16:00,213.3
3/15/2022 16:00,229.73
3/16/2022 16:00,244.96
3/17/2022 16:00,247.66
3/18/2022 16:00,264.53
3/21/2022 16:00,267.34
3/22/2022 16:00,265.24
3/23/2022 16:00,256.34
3/24/2022 16:00,281.5
3/25/2022 16:00,276.92
3/28/2022 16:00,282.19
3/29/2022 16:00,286.56
3/30/2022 16:00,276.9
3/31/2022 16:00,272.86
4/1/2022 16:00,267.12
4/4/2022 16:00,273.6
4/5/2022 16:00,259.31
4/6/2022 16:00,244.07
4/7/2022 16:00,242.08
4/8/2022 16:00,231.19
4/11/2022 16:00,219.17
4/12/2022 16:00,215.04
4/13/2022 16:00,222.03
4/14/2022 16:00,212.58
4/18/2022 16:00,217.83
4/19/2022 16:00,221.98
4/20/2022 16:00,214.82
4/21/2022 16:00,201.83
4/22/2022 16:00,195.15
4/25/2022 16:00,199.02
4/26/2022 16:00,187.88
4/27/2022 16:00,184.15
4/28/2022 16:00,197.82
4/29/2022 16:00,185.47
