Date,Close
5/28/2014 16:00,2.85
5/29/2014 16:00,2.91
5/30/2014 16:00,2.91
6/2/2014 16:00,2.9
6/3/2014 16:00,2.91
6/4/2014 16:00,2.92
6/5/2014 16:00,2.88
6/6/2014 16:00,2.87
6/9/2014 16:00,2.91
6/10/2014 16:00,2.89
6/11/2014 16:00,2.8
6/12/2014 16:00,2.79
6/13/2014 16:00,2.85
6/16/2014 16:00,2.93
6/17/2014 16:00,2.96
6/18/2014 16:00,3.04
6/19/2014 16:00,3.04
6/20/2014 16:00,3.07
6/23/2014 16:00,3.02
6/24/2014 16:00,3.02
6/25/2014 16:00,3
6/26/2014 16:00,2.98
6/27/2014 16:00,2.96
6/30/2014 16:00,2.99
7/1/2014 16:00,3.03
7/2/2014 16:00,3.07
7/3/2014 16:00,3.12
7/7/2014 16:00,3.14
7/8/2014 16:00,3.1
7/9/2014 16:00,3.12
7/10/2014 16:00,3.04
7/11/2014 16:00,3.01
7/14/2014 16:00,3.07
7/15/2014 16:00,3.08
7/16/2014 16:00,3.1
7/17/2014 16:00,3.07
7/18/2014 16:00,3.11
7/21/2014 16:00,3.09
7/22/2014 16:00,3.18
7/23/2014 16:00,3.15
7/24/2014 16:00,3.1
7/25/2014 16:00,3.12
7/28/2014 16:00,3.04
7/29/2014 16:00,3.02
7/30/2014 16:00,2.87
7/31/2014 16:00,2.77
8/1/2014 16:00,2.75
8/4/2014 16:00,2.74
8/5/2014 16:00,2.69
8/6/2014 16:00,2.69
8/7/2014 16:00,2.68
8/8/2014 16:00,2.67
8/11/2014 16:00,2.69
8/12/2014 16:00,2.66
8/13/2014 16:00,2.68
8/14/2014 16:00,2.69
8/15/2014 16:00,2.76
8/18/2014 16:00,2.87
8/19/2014 16:00,2.84
8/20/2014 16:00,2.8
8/21/2014 16:00,2.8
8/22/2014 16:00,2.79
8/25/2014 16:00,2.81
8/26/2014 16:00,2.78
8/27/2014 16:00,2.77
8/28/2014 16:00,2.74
8/29/2014 16:00,2.78
9/2/2014 16:00,2.86
9/3/2014 16:00,2.83
9/4/2014 16:00,2.83
9/5/2014 16:00,2.83
9/8/2014 16:00,2.78
9/9/2014 16:00,2.75
9/10/2014 16:00,2.8
9/11/2014 16:00,2.79
9/12/2014 16:00,2.76
9/15/2014 16:00,2.75
9/16/2014 16:00,2.83
9/17/2014 16:00,2.78
9/18/2014 16:00,2.81
9/19/2014 16:00,2.79
9/22/2014 16:00,2.82
9/23/2014 16:00,2.79
9/24/2014 16:00,2.76
9/25/2014 16:00,2.75
9/26/2014 16:00,2.76
9/29/2014 16:00,2.72
9/30/2014 16:00,2.72
10/1/2014 16:00,2.67
10/2/2014 16:00,2.63
10/3/2014 16:00,2.62
10/6/2014 16:00,2.66
10/7/2014 16:00,2.62
10/8/2014 16:00,2.65
10/9/2014 16:00,2.59
10/10/2014 16:00,2.56
10/13/2014 16:00,2.54
10/14/2014 16:00,2.57
10/15/2014 16:00,2.56
10/16/2014 16:00,2.52
10/17/2014 16:00,2.53
10/20/2014 16:00,2.56
10/21/2014 16:00,2.59
10/22/2014 16:00,2.6
10/23/2014 16:00,2.6
10/24/2014 16:00,2.54
10/27/2014 16:00,2.58
10/28/2014 16:00,2.58
10/29/2014 16:00,2.76
10/30/2014 16:00,2.59
10/31/2014 16:00,2.73
11/3/2014 16:00,2.76
11/4/2014 16:00,2.69
11/5/2014 16:00,2.7
11/6/2014 16:00,2.65
11/7/2014 16:00,2.63
11/10/2014 16:00,2.63
11/11/2014 16:00,2.68
11/12/2014 16:00,2.71
11/13/2014 16:00,2.7
11/14/2014 16:00,2.75
11/17/2014 16:00,2.72
11/18/2014 16:00,2.78
11/19/2014 16:00,2.73
11/20/2014 16:00,2.72
11/21/2014 16:00,2.76
11/24/2014 16:00,2.76
11/25/2014 16:00,2.8
11/26/2014 16:00,2.89
11/28/2014 16:00,2.9
12/1/2014 16:00,2.96
12/2/2014 16:00,2.91
12/3/2014 16:00,2.95
12/4/2014 16:00,2.91
12/5/2014 16:00,2.88
12/8/2014 16:00,2.83
12/9/2014 16:00,2.81
12/10/2014 16:00,2.83
12/11/2014 16:00,2.8
12/12/2014 16:00,2.75
12/15/2014 16:00,2.71
12/16/2014 16:00,2.66
12/17/2014 16:00,2.65
12/18/2014 16:00,2.69
12/19/2014 16:00,2.65
12/22/2014 16:00,2.64
12/23/2014 16:00,2.65
12/24/2014 16:00,2.66
12/26/2014 16:00,2.67
12/29/2014 16:00,2.62
12/30/2014 16:00,2.6
12/31/2014 16:00,2.59
1/2/2015 16:00,2.61
1/5/2015 16:00,2.54
1/6/2015 16:00,2.47
1/7/2015 16:00,2.5
1/8/2015 16:00,2.56
1/9/2015 16:00,2.54
1/12/2015 16:00,2.55
1/13/2015 16:00,2.58
1/14/2015 16:00,2.49
1/15/2015 16:00,2.56
1/16/2015 16:00,2.57
1/20/2015 16:00,2.56
1/21/2015 16:00,2.57
1/22/2015 16:00,2.56
